State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
Florida,136,408,1,0,0,199,122,33,214,114,18,150,105,6,11,7,3,1,0
Kentucky,107,415,0,0,0,157,79,26,162,124,13,150,138,6,12,6,3,1,0
Michigan,91,415,0,0,0,154,165,26,168,121,14,239,81,10,11,4,3,5,1
New York,167,415,0,0,0,166,85,28,243,135,20,229,95,10,9,5,2,1,0
Kansas,159,415,0,1,19,184,78,31,194,71,16,225,101,10,16,3,4,0,0
Pennsylvania,122,415,0,0,0,35,62,5,180,89,15,251,58,11,12,2,3,1,0
Michigan,105,415,0,1,29,179,113,30,275,100,23,246,105,11,10,5,2,0,0
New Hampshire,155,408,0,0,0,216,30,36,144,125,12,135,106,6,10,1,2,2,0
Washington,161,415,0,0,0,151,117,25,219,87,18,224,68,10,4,5,1,1,0
New York,122,415,0,0,0,173,110,29,91,84,7,211,103,9,9,7,2,3,0
Maryland,37,415,1,0,0,106,76,18,147,89,12,235,113,10,9,8,2,2,0
Kansas,128,415,0,0,0,103,122,17,245,123,20,161,95,7,6,7,1,0,0
Delaware,89,510,1,0,0,125,108,21,213,90,18,181,108,8,5,5,1,1,0
Indiana,108,415,0,0,0,199,104,33,224,92,19,140,57,6,15,2,4,0,0
Vermont,109,408,0,0,0,222,113,37,218,122,18,266,88,11,10,5,2,1,0
Washington,29,415,0,0,0,157,122,26,145,75,12,281,92,12,9,2,2,1,0
New Mexico,119,415,1,1,15,160,95,27,209,110,17,82,107,3,8,5,2,5,1
Iowa,92,510,0,1,25,134,112,22,206,111,17,180,118,8,9,4,2,0,0
Washington,13,510,0,1,25,176,65,30,172,96,14,104,128,4,11,5,3,2,0
Connecticut,144,510,1,1,35,174,127,29,219,93,18,255,90,11,12,3,3,0,0
New Hampshire,139,510,0,0,0,221,140,37,157,89,13,192,89,8,11,6,3,1,0
Louisiana,95,415,0,0,0,141,84,23,211,108,17,103,127,4,5,6,1,3,0
Maine,80,408,0,1,31,166,92,28,238,74,20,150,84,6,10,4,2,4,0
Montana,113,415,0,0,0,215,93,36,240,85,20,156,123,7,4,5,1,3,0
Idaho,88,415,0,1,31,181,91,30,213,120,18,207,104,9,11,4,3,1,0
Utah,74,415,0,0,0,106,84,18,140,104,11,90,81,4,11,3,3,1,0
Arizona,163,510,0,0,0,178,56,30,215,79,18,152,84,6,10,2,2,4,0
Idaho,56,510,0,0,0,150,79,25,161,87,13,167,115,7,11,5,3,3,0
Texas,64,415,0,0,0,168,116,28,192,94,16,166,98,7,10,3,2,2,0
Montana,116,415,0,1,35,182,122,31,212,119,18,193,103,8,11,2,2,1,0
Pennsylvania,101,415,1,0,0,193,108,32,186,98,15,223,100,10,11,8,3,0,0
Rhode Island,85,415,1,0,0,197,97,33,211,115,17,210,133,9,8,4,2,4,0
New Hampshire,90,415,0,0,0,76,121,12,290,73,24,236,89,10,10,3,2,0,0
Utah,73,415,0,0,0,182,115,30,199,97,16,120,113,5,18,5,4,1,0
New Hampshire,55,408,0,1,20,189,95,32,118,113,10,250,102,11,12,4,3,2,0
Arizona,157,415,0,0,0,220,105,37,119,127,10,165,113,7,11,7,3,4,0
New Jersey,131,415,0,0,0,211,115,36,260,102,22,144,96,6,10,7,2,0,0
Michigan,51,415,0,0,0,229,129,39,336,104,28,192,128,8,9,1,2,1,1
Idaho,166,415,0,0,0,220,106,37,177,118,15,206,102,9,12,9,3,1,0
Oregon,66,408,0,0,0,87,76,14,262,111,22,184,125,8,9,5,2,1,0
Utah,49,415,0,0,0,266,90,45,207,117,17,205,98,9,14,2,3,2,1
Louisiana,89,415,0,0,0,141,92,23,249,126,21,136,73,6,10,2,2,2,0
Wisconsin,90,415,0,0,0,200,92,34,164,91,13,249,98,11,8,7,2,1,0
Idaho,193,415,0,0,0,96,92,16,142,103,12,210,115,9,10,5,2,2,1
Tennessee,114,510,0,0,0,172,145,29,276,101,23,193,100,8,10,9,2,1,0
Nevada,7,408,0,1,30,221,114,37,165,116,14,247,105,11,10,12,2,1,0
Illinois,31,415,0,1,28,210,101,35,250,86,21,241,125,10,11,2,3,1,0
Massachusetts,111,415,0,0,0,284,89,48,157,113,13,242,91,10,8,8,2,0,1
Arizona,97,408,0,0,0,169,84,28,165,86,14,191,83,8,12,6,3,3,0
North Dakota,51,510,0,0,0,227,89,38,194,106,16,243,126,10,14,2,4,0,0
South Dakota,86,415,0,0,0,223,75,38,155,109,13,150,143,6,7,9,1,1,0
North Dakota,190,415,0,0,0,169,102,28,253,113,21,197,93,8,8,5,2,1,0
Connecticut,80,408,0,0,0,118,90,20,144,77,12,225,86,10,8,6,2,1,0
Missouri,36,415,0,0,0,202,115,34,230,115,19,202,127,9,10,2,2,3,0
New Jersey,45,510,0,0,0,155,110,26,260,103,22,192,98,8,11,1,2,1,0
North Carolina,170,415,0,0,0,246,107,41,228,124,19,166,95,7,9,8,2,0,0
Utah,103,415,0,0,0,189,110,32,115,83,9,191,103,8,12,4,3,0,0
Wisconsin,112,408,0,0,0,167,88,28,247,81,21,155,108,6,11,4,3,0,0
Montana,125,510,0,0,0,143,80,24,88,94,7,233,135,10,8,7,2,4,1
Mississippi,73,415,0,1,31,82,105,13,256,91,21,229,98,10,11,2,3,6,1
South Dakota,95,408,0,1,20,165,78,28,215,94,18,243,91,10,9,6,2,0,0
Virginia,182,415,0,0,0,176,90,29,174,106,14,234,134,10,9,4,2,1,0
New Mexico,55,510,0,0,0,119,148,20,231,96,19,222,113,10,4,2,1,2,0
Virginia,86,415,0,1,30,99,84,16,263,125,22,254,90,11,9,7,2,2,0
New Jersey,127,510,0,0,0,239,107,40,128,121,10,249,110,11,11,5,3,1,0
Tennessee,63,415,0,0,0,164,75,27,147,118,12,252,97,11,11,2,3,0,0
Michigan,79,510,0,0,0,220,107,37,192,97,16,161,74,7,12,2,3,1,0
Louisiana,111,415,0,1,28,128,104,21,157,52,13,147,76,6,10,2,2,2,0
New Hampshire,121,510,0,1,35,193,62,32,197,97,16,218,95,9,5,4,1,0,0
Rhode Island,112,415,0,0,0,168,102,28,298,117,25,194,110,8,9,5,2,1,0
Louisiana,81,415,0,1,36,115,120,19,236,95,20,255,90,11,11,6,3,3,0
Arizona,72,510,0,0,0,272,88,46,107,125,9,185,81,8,12,2,3,0,0
South Carolina,64,510,0,1,40,210,116,35,232,89,19,168,94,7,5,4,1,8,0
Maryland,163,408,0,0,0,223,120,37,227,98,19,188,125,8,8,5,2,1,0
Washington,104,415,0,0,0,139,78,23,202,119,17,203,102,9,11,5,3,2,0
California,93,510,0,1,19,136,113,23,179,105,15,71,95,3,12,3,3,2,0
New Jersey,197,510,0,0,0,154,111,26,171,102,14,227,86,10,10,2,2,3,0
Arkansas,57,510,0,0,0,192,68,32,158,86,13,235,105,10,12,6,3,1,0
Connecticut,107,408,0,0,0,103,94,17,189,125,16,227,125,10,14,3,3,1,0
South Dakota,75,408,0,0,0,147,110,25,191,97,16,135,68,6,16,3,4,2,0
Florida,106,408,0,0,0,178,143,30,247,123,21,259,105,11,9,2,2,0,0
Mississippi,70,408,0,0,0,148,110,25,267,90,22,151,101,6,8,4,2,0,0
Massachusetts,80,408,0,0,0,148,106,25,210,65,17,203,86,9,10,2,2,2,0
Vermont,137,510,0,0,0,97,95,16,195,82,16,288,78,13,0,0,0,1,0
Illinois,90,415,0,1,29,185,106,31,219,113,18,152,120,6,11,5,3,2,0
Connecticut,30,408,0,0,0,137,108,23,162,80,13,187,126,8,5,10,1,3,0
Kansas,105,415,1,0,0,273,119,46,278,103,23,255,90,11,10,7,2,1,1
Massachusetts,102,415,0,1,31,125,92,21,141,108,12,168,68,7,6,2,1,3,0
New Jersey,83,415,0,0,0,178,102,30,167,84,14,178,65,8,8,4,2,3,0
Arkansas,63,510,0,1,49,214,86,36,198,89,16,170,139,7,8,5,2,0,0
Mississippi,155,408,0,0,0,163,93,27,203,102,17,159,109,7,15,4,4,2,0
Maine,105,408,0,0,0,115,73,19,267,83,22,114,90,5,13,5,3,3,0
Iowa,73,415,0,0,0,137,102,23,210,114,17,191,120,8,11,4,3,1,0
New Mexico,21,415,0,1,19,132,94,22,204,101,17,154,78,6,12,7,3,3,0
Texas,71,415,0,1,39,183,103,31,209,111,17,172,109,7,11,6,3,1,0
Kentucky,112,415,0,0,0,170,113,28,193,129,16,188,91,8,11,6,3,0,0
Arizona,66,510,0,0,0,154,133,26,198,121,16,151,100,6,9,3,2,4,1
Tennessee,99,408,0,0,0,54,92,9,173,103,14,195,125,8,7,3,2,1,0
West Virginia,124,510,0,0,0,184,74,31,175,84,14,158,95,7,10,6,2,1,0
Connecticut,95,415,0,1,36,283,112,48,286,86,24,261,129,11,11,3,3,3,0
New Hampshire,130,408,0,0,0,68,86,11,193,110,16,171,139,7,10,4,2,0,0
Maryland,93,510,1,0,0,131,78,22,219,106,18,155,103,7,11,2,3,1,1
West Virginia,191,408,0,0,0,162,104,27,241,120,20,210,83,9,10,7,2,1,0
Kentucky,88,415,0,0,0,148,82,25,308,67,26,235,79,10,6,4,1,2,0
Wyoming,16,415,0,0,0,174,83,29,280,122,23,171,80,7,10,8,2,5,0
Georgia,107,510,0,0,0,194,97,33,186,131,15,178,106,8,12,1,3,2,0
Alaska,96,408,0,1,29,150,91,25,159,75,13,228,55,10,8,3,2,1,0
Connecticut,163,408,0,1,40,231,56,39,211,91,18,268,74,12,12,3,3,2,0
Oregon,95,415,0,0,0,269,120,45,233,120,19,179,61,8,7,4,1,2,1
Oklahoma,123,415,0,1,27,198,127,33,249,105,21,173,124,7,12,5,3,1,0
Massachusetts,34,415,0,0,0,293,89,49,272,71,23,178,76,8,11,10,2,2,1
Delaware,96,415,0,1,26,175,96,29,206,84,17,178,105,8,11,2,3,2,0
Ohio,146,415,0,0,0,169,93,28,230,71,19,269,115,12,9,7,2,2,0
Idaho,138,415,1,1,17,225,116,38,173,88,14,145,99,6,11,4,3,0,0
Missouri,76,510,0,0,0,129,84,22,177,80,15,228,87,10,7,3,2,5,1
North Carolina,83,510,0,1,36,95,87,16,261,105,22,228,109,10,13,4,3,0,0
Hawaii,104,408,0,0,0,170,97,29,162,111,13,210,131,9,6,1,1,1,0
New Jersey,106,415,0,0,0,191,124,32,200,116,17,230,76,10,8,3,2,1,0
Mississippi,84,510,0,0,0,75,96,12,179,113,15,193,134,8,12,1,3,1,0
Minnesota,99,408,0,0,0,128,86,21,203,105,17,282,131,12,14,4,3,2,0
Rhode Island,134,415,0,0,0,141,95,24,205,101,17,218,60,9,8,6,2,0,0
New Jersey,80,415,0,0,0,268,120,45,301,147,25,167,140,7,5,1,1,2,1
Minnesota,85,415,0,0,0,255,114,43,194,83,16,276,78,12,3,5,1,3,0
Wisconsin,120,408,0,1,26,239,94,40,259,88,22,238,132,10,7,3,2,0,0
Kansas,120,510,0,0,0,158,110,26,197,103,16,154,132,6,10,5,2,1,0
New Jersey,125,415,0,0,0,182,64,30,139,121,11,171,96,7,11,7,3,2,0
North Dakota,118,415,0,1,39,91,125,15,219,113,18,229,99,10,12,8,3,2,0
Wyoming,62,415,0,0,0,172,132,29,230,100,19,228,109,10,11,5,2,0,0
Louisiana,112,510,0,0,0,174,127,29,259,71,22,170,120,7,11,7,3,1,0
Alabama,68,510,0,0,0,157,83,26,220,85,18,218,129,9,12,7,3,1,0
Texas,201,415,0,1,21,192,97,32,239,81,20,116,125,5,15,3,4,1,0
Arkansas,116,510,0,0,0,160,69,27,146,106,12,287,144,12,8,5,2,0,0
Georgia,133,510,0,0,0,227,90,38,73,135,6,114,99,5,4,7,1,0,0
Kentucky,125,408,0,0,0,191,115,32,205,108,17,210,123,9,9,3,2,2,0
Nebraska,21,510,0,0,0,225,110,38,244,111,20,221,93,9,10,4,2,0,0
North Dakota,110,408,0,0,0,196,103,33,199,123,16,135,71,6,12,1,3,3,0
New Hampshire,83,415,0,0,0,231,100,39,210,84,17,217,106,9,12,2,3,3,0
Indiana,101,415,0,1,42,209,82,35,159,74,13,181,100,8,9,3,2,0,0
Oregon,117,415,0,1,17,221,82,37,167,100,14,262,87,11,4,4,1,0,0
Ohio,127,408,0,0,0,139,94,23,240,112,20,127,88,5,8,4,2,2,0
Kansas,138,510,0,1,26,183,83,31,240,93,20,185,125,8,15,3,4,1,0
Texas,120,415,0,0,0,203,108,34,259,66,22,115,103,5,7,2,2,3,0
District of Columbia,141,415,0,1,37,185,87,31,178,128,15,218,107,9,8,3,2,4,0
Oregon,87,510,0,1,22,240,102,40,75,106,6,224,115,10,7,3,1,2,0
Washington,97,408,0,0,0,276,82,46,201,106,17,231,73,10,8,4,2,0,1
North Carolina,162,408,0,1,26,179,144,30,218,129,18,212,105,9,9,8,2,1,1
Texas,119,510,0,0,0,81,75,13,253,114,21,213,125,9,8,1,2,2,1
Wisconsin,107,510,0,1,25,248,91,42,119,115,10,194,83,8,12,1,3,1,0
South Carolina,140,510,0,1,28,157,77,26,172,97,14,184,94,8,11,9,3,1,0
South Dakota,91,415,0,0,0,153,123,26,141,127,11,171,76,7,10,15,2,1,1
Ohio,135,415,0,0,0,218,123,37,242,64,20,85,80,3,10,3,2,4,0
Hawaii,86,408,0,1,21,197,99,33,165,100,14,208,120,9,10,9,2,0,0
Kentucky,131,415,0,0,0,166,129,28,210,107,17,257,93,11,9,5,2,1,0
Ohio,86,415,0,1,29,225,79,38,187,112,15,281,112,12,12,3,3,1,0
Alabama,85,415,0,0,0,210,66,35,195,76,16,221,82,9,11,7,3,1,0
Vermont,195,415,0,1,36,231,110,39,225,88,19,201,89,9,12,2,3,0,0
North Dakota,177,408,0,0,0,189,99,32,176,117,14,225,112,10,14,2,3,1,0
Washington,100,408,0,0,0,70,94,12,215,102,18,230,125,10,9,1,2,6,1
Connecticut,124,415,0,0,0,131,82,22,284,119,24,305,101,13,11,2,3,1,0
Delaware,81,510,1,0,0,250,85,42,187,50,15,120,131,5,7,5,2,1,0
Hawaii,105,415,0,0,0,281,124,47,301,96,25,202,109,9,8,3,2,0,1
Michigan,126,415,1,1,26,129,123,21,176,114,15,154,102,6,9,7,2,1,0
North Dakota,71,510,0,0,0,238,82,40,278,94,23,193,134,8,11,10,3,0,1
Nebraska,139,415,0,0,0,211,103,35,206,108,17,193,70,8,5,4,1,0,0
Nebraska,77,415,0,0,0,169,102,28,184,144,15,234,89,10,2,7,0,1,0
Kentucky,72,408,0,0,0,177,97,30,184,105,15,174,94,7,8,6,2,1,0
Kansas,74,415,0,1,32,174,107,29,310,115,26,234,92,10,9,4,2,1,0
North Dakota,124,415,0,0,0,150,101,25,255,112,21,136,62,6,12,4,3,2,0
Kentucky,113,408,0,1,20,157,83,26,161,56,13,271,100,12,8,2,2,5,1
Maine,66,510,0,0,0,118,133,20,248,99,21,214,122,9,5,5,1,1,0
Montana,124,415,0,1,30,144,35,24,262,101,22,226,82,10,12,7,3,2,0
Illinois,134,408,0,0,0,183,111,31,123,92,10,160,105,7,6,2,1,1,0
Maine,41,415,0,1,30,191,109,32,193,86,16,149,93,6,11,4,3,1,0
South Carolina,159,415,0,1,23,153,93,26,216,88,18,161,91,7,12,3,3,2,0
Illinois,87,408,1,1,36,171,138,29,185,102,15,227,97,10,10,3,2,1,0
Washington,132,415,0,0,0,240,115,40,180,91,15,133,122,6,8,6,2,3,0
Nebraska,86,408,0,0,0,83,121,14,240,96,20,158,108,7,6,8,1,1,0
Illinois,55,415,1,0,0,269,121,45,171,91,14,219,98,9,8,6,2,1,0
Vermont,101,415,0,0,0,136,92,23,220,110,18,196,116,8,13,7,3,3,0
Kansas,94,408,0,0,0,269,104,45,193,144,16,257,61,11,8,2,2,3,1
North Dakota,68,408,0,0,0,219,97,37,141,144,11,205,101,9,10,4,2,2,0
Colorado,98,408,0,0,0,236,122,40,189,110,16,153,104,6,13,4,3,0,0
Texas,123,408,0,0,0,260,85,44,168,103,14,178,91,8,13,5,3,3,0
California,111,408,0,0,0,249,109,42,242,106,20,231,78,10,11,4,3,0,1
Mississippi,69,510,0,1,27,268,78,45,246,89,20,271,102,12,16,3,4,0,0
Rhode Island,127,415,0,1,27,140,59,23,223,111,18,257,73,11,3,10,1,1,0
New Mexico,105,415,0,0,0,193,108,32,183,124,15,293,72,13,10,5,2,1,0
Virginia,75,415,0,0,0,224,116,38,192,79,16,212,98,9,11,11,3,3,0
Texas,126,415,0,0,0,190,143,32,149,72,12,191,87,8,13,3,3,1,0
New Mexico,41,415,0,0,0,232,74,39,327,88,27,226,119,10,10,2,2,3,1
Rhode Island,113,415,0,0,0,90,130,15,170,100,14,137,74,6,5,9,1,1,0
New York,78,510,0,0,0,152,81,25,256,82,21,173,112,7,5,6,1,2,0
Washington,110,415,0,0,0,241,105,41,174,85,14,245,59,11,8,4,2,2,0
Nebraska,112,415,1,1,16,200,72,34,197,91,16,151,92,6,10,3,2,1,0
Idaho,104,510,0,0,0,97,88,16,155,85,13,261,105,11,12,5,3,0,0
West Virginia,127,510,0,0,0,224,112,38,185,103,15,159,83,7,10,1,2,2,0
Nebraska,61,408,0,0,0,267,104,45,180,131,15,230,106,10,17,4,4,1,1
Rhode Island,65,415,0,1,29,215,129,36,161,77,13,128,91,5,8,5,2,2,0
Connecticut,152,408,0,1,20,239,105,40,209,111,17,268,130,12,13,3,3,5,0
Rhode Island,63,415,1,0,0,62,112,10,202,111,17,259,58,11,8,8,2,1,0
Iowa,100,408,0,0,0,210,85,35,329,69,27,127,78,5,9,5,2,4,0
Mississippi,29,510,0,0,0,313,103,53,216,151,18,218,106,9,12,4,3,2,1
Maine,175,415,0,0,0,132,95,22,231,74,19,313,108,14,8,10,2,1,0
Mississippi,98,415,1,1,23,245,54,41,292,83,24,184,90,8,10,7,2,1,0
Virginia,121,415,0,0,0,134,112,22,195,104,16,159,139,7,10,2,2,2,0
Pennsylvania,104,415,0,0,0,144,107,24,180,85,15,226,94,10,17,6,4,2,0
Nebraska,123,415,0,0,0,150,98,25,89,95,7,326,91,14,11,3,3,3,0
Michigan,61,415,0,1,33,270,53,46,200,116,17,201,102,9,10,3,2,3,0
Maryland,160,415,0,0,0,256,111,43,187,61,15,119,81,5,11,4,3,3,0
Florida,31,510,0,0,0,165,84,28,203,107,17,201,65,9,8,1,2,1,0
Kentucky,122,415,0,0,0,168,96,28,87,91,7,247,87,11,8,6,2,1,0
Florida,103,415,0,0,0,158,90,26,198,117,16,181,76,8,10,4,2,1,0
Illinois,68,415,1,1,29,195,113,33,171,96,14,204,85,9,13,9,3,1,1
Alabama,149,415,0,1,20,264,102,44,219,123,18,200,89,9,11,3,3,2,0
Montana,102,408,0,0,0,273,85,46,211,82,17,203,129,9,13,7,3,2,1
Wisconsin,153,510,0,0,0,159,103,27,275,90,23,176,126,7,10,2,2,1,1
New York,122,510,0,0,0,145,102,24,284,111,24,228,91,10,12,5,3,0,0
Wyoming,127,510,1,0,0,247,99,42,108,118,9,232,72,10,10,3,2,2,0
New York,126,415,1,0,0,239,87,40,281,92,23,183,113,8,11,1,3,1,1
Colorado,90,408,0,0,0,109,102,18,220,114,18,104,133,4,10,6,2,0,0
California,37,510,0,0,0,239,120,40,261,88,22,207,88,9,8,4,2,2,1
Colorado,132,415,0,0,0,197,66,33,133,119,11,177,94,7,10,3,2,4,1
Kentucky,38,408,0,1,36,115,98,19,166,83,14,184,79,8,15,6,4,2,0
Idaho,92,415,0,0,0,197,113,33,242,116,20,192,76,8,11,5,2,2,0
Hawaii,111,408,0,1,13,193,104,32,111,98,9,227,94,10,12,4,3,1,0
Texas,121,415,0,1,31,263,70,44,279,118,23,127,143,5,9,4,2,5,0
Georgia,131,408,0,0,0,197,79,33,201,114,17,151,111,6,11,5,3,1,0
Maine,19,415,0,0,0,201,123,34,129,110,10,220,98,9,12,4,3,1,0
Tennessee,129,408,0,0,0,101,145,17,249,116,21,157,107,7,7,6,1,1,0
Vermont,142,415,0,0,0,232,74,39,181,142,15,203,86,9,10,6,2,4,0
Maryland,130,415,0,1,45,174,120,29,217,95,18,220,67,9,12,2,3,1,0
Nebraska,92,415,0,0,0,181,98,30,164,98,13,171,110,7,10,4,2,2,0
Wyoming,146,415,0,1,11,180,82,30,173,90,14,231,89,10,10,4,2,2,0
West Virginia,152,510,1,1,41,146,128,24,285,96,24,213,80,9,4,2,1,1,1
Mississippi,189,415,0,0,0,227,124,38,169,112,14,201,91,9,5,4,1,3,0
Ohio,95,415,0,1,23,160,87,27,202,101,17,191,122,8,7,3,2,0,0
Alaska,1,408,0,0,0,175,74,29,151,79,12,230,109,10,5,3,1,1,0
Indiana,141,415,0,1,39,116,127,19,276,88,23,289,125,13,12,2,3,0,0
Washington,111,510,0,0,0,152,114,25,137,102,11,185,97,8,9,3,2,0,0
Rhode Island,143,408,0,0,0,167,72,28,211,99,17,153,109,6,10,6,2,4,1
Alabama,148,415,0,1,21,262,135,44,149,96,12,140,109,6,8,4,2,1,0
Montana,143,408,0,1,22,141,116,24,167,99,14,178,130,8,7,3,2,1,0
New Mexico,90,415,0,0,0,167,96,28,139,104,11,138,87,6,13,1,3,1,0
Ohio,169,408,0,0,0,147,115,25,161,123,13,142,103,6,7,6,1,3,0
Louisiana,53,415,0,0,0,145,116,24,233,82,19,208,95,9,7,5,2,2,0
Missouri,15,415,0,0,0,135,101,22,152,79,12,224,83,10,8,5,2,2,0
District of Columbia,123,408,0,1,28,124,105,21,250,78,21,216,128,9,7,8,2,1,0
Tennessee,95,510,0,0,0,174,57,29,281,118,23,197,94,8,9,2,2,0,0
Washington,82,510,0,0,0,265,122,45,178,102,15,174,90,7,10,9,2,2,0
Rhode Island,180,415,0,0,0,143,134,24,180,113,15,184,87,8,10,4,2,1,0
Rhode Island,125,408,0,0,0,113,108,19,169,107,14,156,61,7,9,5,2,2,1
Oregon,138,415,1,1,28,211,117,35,312,98,26,178,118,8,10,2,2,3,1
Massachusetts,90,408,0,0,0,157,72,26,234,93,19,210,86,9,12,5,3,2,0
North Carolina,190,408,0,0,0,182,101,30,212,95,18,233,123,10,9,4,2,2,0
Iowa,143,510,0,1,33,141,130,24,186,114,15,210,111,9,7,6,2,1,0
Illinois,183,510,0,0,0,108,87,18,183,116,15,176,109,7,13,2,3,0,0
Kentucky,58,415,0,0,0,247,116,42,303,103,25,105,94,4,9,2,2,2,1
Tennessee,123,415,0,0,0,166,98,28,221,77,18,243,114,10,12,4,3,3,0
Georgia,155,510,0,0,0,71,90,12,304,119,25,183,103,8,8,4,2,0,0
Minnesota,53,415,0,0,0,164,106,27,206,56,17,194,124,8,11,2,3,1,0
Montana,101,415,0,0,0,154,130,26,217,101,18,185,52,8,13,4,3,1,0
North Dakota,122,408,0,0,0,231,141,39,267,136,22,240,100,10,8,5,2,1,1
North Dakota,120,415,0,0,0,177,88,30,270,99,22,231,90,10,14,2,3,2,0
Tennessee,196,415,0,0,0,133,80,22,206,120,17,221,96,9,10,8,2,1,0
Nebraska,147,415,0,1,38,243,126,41,273,109,23,282,91,12,14,8,3,2,0
Indiana,81,408,0,1,46,168,124,28,270,103,23,222,98,10,6,2,1,4,0
Oregon,165,415,0,1,33,111,140,18,213,111,18,267,115,12,16,3,4,0,0
Tennessee,115,415,0,0,0,206,113,35,176,102,14,297,119,13,11,7,2,1,0
Texas,90,408,0,1,27,156,51,26,236,118,20,123,111,5,12,6,3,2,0
Tennessee,37,415,0,0,0,221,126,37,204,110,17,118,98,5,6,3,1,4,0
North Carolina,76,510,0,0,0,165,94,28,257,80,21,170,114,7,10,4,2,1,0
Montana,109,510,0,0,0,154,82,26,287,109,24,208,80,9,5,9,1,3,0
Hawaii,105,510,0,0,0,125,116,21,261,95,22,241,104,10,11,9,3,2,0
Michigan,74,415,0,0,0,124,114,21,133,121,11,160,85,7,10,7,2,3,0
Alabama,76,415,0,0,0,179,85,30,222,66,18,188,113,8,12,2,3,0,0
Connecticut,116,415,0,0,0,245,73,41,240,87,20,158,89,7,8,5,2,3,0
Utah,138,510,0,0,0,205,96,35,257,94,21,209,63,9,12,8,3,0,0
District of Columbia,102,415,0,0,0,186,92,31,173,123,14,250,131,11,9,4,2,2,0
Utah,164,510,0,0,0,192,95,32,249,94,21,132,100,5,7,3,1,3,0
Minnesota,125,415,0,0,0,240,82,40,269,85,22,187,74,8,10,3,2,0,1
New Hampshire,116,408,0,1,24,183,138,31,203,90,17,166,89,7,6,3,1,2,0
Maryland,189,415,0,1,30,155,116,26,195,50,16,170,108,7,15,6,4,1,0
Oklahoma,84,510,0,0,0,203,125,34,182,88,15,213,121,9,13,2,3,1,0
New Jersey,182,415,0,0,0,279,124,47,180,108,15,217,104,9,9,11,2,2,1
Hawaii,171,510,0,0,0,189,122,32,173,85,14,257,84,11,10,1,2,0,0
Delaware,90,415,0,0,0,198,124,33,266,100,22,243,80,10,8,7,2,2,0
Alabama,117,510,0,0,0,158,84,26,181,91,15,177,67,7,7,10,2,2,0
Kansas,186,510,0,0,0,137,97,23,187,118,15,146,85,6,8,6,2,1,0
Alaska,55,408,0,1,39,139,101,23,178,117,15,246,104,11,8,1,2,3,0
Wisconsin,74,408,0,0,0,177,136,30,240,104,20,237,133,10,12,3,3,0,0
Indiana,130,408,0,0,0,115,129,19,167,104,14,141,124,6,12,9,3,1,0
District of Columbia,80,408,0,0,0,51,90,8,164,98,13,169,80,7,9,4,2,3,0
Mississippi,120,415,0,0,0,131,99,22,163,109,13,201,116,9,10,3,2,1,0
New Hampshire,84,408,0,1,30,106,65,18,225,108,19,188,61,8,5,3,1,2,0
New Jersey,134,510,0,1,34,247,105,42,225,133,19,186,76,8,6,5,1,2,1
Vermont,68,415,0,0,0,158,119,27,211,105,18,198,101,8,10,3,2,1,0
Maryland,119,408,0,0,0,239,88,40,243,79,20,230,92,10,10,3,2,3,1
Kansas,166,415,1,1,28,175,126,29,253,76,21,128,72,5,11,5,3,1,0
New Hampshire,90,415,0,1,42,193,66,32,263,85,22,214,97,9,11,4,3,0,0
Arizona,82,415,0,1,33,137,95,23,235,128,20,268,70,12,11,6,2,2,0
Idaho,130,415,0,0,0,263,113,44,186,103,15,195,99,8,18,6,4,1,1
Texas,130,408,0,0,0,252,101,42,170,105,14,209,64,9,5,5,1,0,0
Rhode Island,155,408,1,0,0,163,94,27,291,108,24,96,111,4,11,3,3,0,0
Oregon,81,415,0,0,0,324,48,55,236,82,20,187,78,8,13,5,3,0,1
North Carolina,75,408,0,0,0,203,70,34,228,97,19,222,118,10,14,3,3,1,0
New Mexico,178,415,0,1,35,175,88,29,190,65,16,138,94,6,10,3,2,2,0
South Carolina,112,415,0,0,0,266,97,45,214,94,18,306,100,13,14,2,3,2,1
Arizona,100,510,0,0,0,78,98,13,225,102,19,150,106,6,14,8,3,0,0
West Virginia,104,415,0,0,0,225,123,38,162,106,13,272,85,12,10,4,2,1,0
New York,160,408,0,0,0,216,77,36,207,117,17,228,117,10,5,2,1,1,0
West Virginia,87,415,0,0,0,58,125,9,67,116,5,185,136,8,11,3,3,0,0
New Mexico,81,415,0,0,0,173,80,29,236,94,20,240,84,10,11,6,3,2,0
Maine,28,415,0,0,0,236,102,40,167,87,14,280,115,12,9,3,2,3,0
Wisconsin,95,408,0,0,0,237,83,40,154,65,13,237,105,10,11,6,3,1,0
New Jersey,35,408,0,0,0,158,67,26,130,96,11,229,80,10,6,5,1,2,0
Wyoming,134,510,0,0,0,296,93,50,226,117,19,246,98,11,12,10,3,0,1
Arkansas,185,415,0,1,19,157,123,26,257,94,21,190,107,8,9,6,2,0,0
Pennsylvania,85,408,0,0,0,144,88,24,264,105,22,185,94,8,9,3,2,1,0
Tennessee,148,415,0,1,36,77,141,13,207,60,17,255,115,11,10,2,2,1,0
